public_id	predicted_rating
4408627348191721116820834826207577531	false
327715822286072123768371222879456015608	false
47870425734279172942996871020705172147	true
202704871564618892822885058035206119101	false
189473594270489439627852189349594990144	partially false
49634294231152948885567387943094911342	partially false
84313493451730696013237903783901034527	partially false
194932341677070495592036710899827111057	partially false
230713935966839483727097811651847817325	false
115743991389067546364032219480167565483	partially false
330552264349996325350410334109838465709	false
241279916140681776542281353632026158577	false
171545162746941932972011912258854846658	partially false
316714659016969661599460576492191821025	partially false
80620685030610685068336373542692141599	true
154698922052514803448242828643828976093	other
217644850755041195407686506141558238919	false
136935717311356718591597572453703715734	true
126089068286788506781415967020077877274	partially false
53826758213419746027818667902549628138	partially false
125846489886193874651517188540801653673	partially false
301894167338566038705732578729085277293	false
263407517670430649601462147662184717437	other
67063146433902974840125128088803042279	false
13024119559517187257015499682410948622	false
316816800257068639221627335792008403060	false
305726711974985135628738444321385079089	false
320177308959930460351625973464791005886	partially false
335994091988302346633073379468377635755	true
41430253327572231740405356044300160847	false
127563026306051047391483937542796584849	true
285533415440169227404872999832569640464	false
183513348688872917427195018298797049519	false
94336947886994621904466098207188062242	false
311514841466218965886018802031382255618	partially false
168105249882456667810934983414913900382	false
45284959615227871489279216997516977449	true
219625307145594002696285450737987875019	false
20690820954276306022169175551662163452	false
123251943486157963709550615272396704357	false
9356026742796942453132761488951435714	false
333682282792898378776719720747346710976	false
193539270906679183625598597402833621711	true
137207666340884505223914851708052148631	false
200537661320697672883282413603223361786	false
225848991195056579253966415155879777810	false
143628110036616749850307430912796075040	other
80311042761099050051052669523285504697	false
246173920953073910843792402716350773711	false
56324344944751176388315195338437295263	false
5077255215782829267247242627323795941	false
239015332901885238405515701406717307964	true
109632293486071952743045204186777087952	false
318906469249348407315513536508105968371	false
28419973052635162051557953600406581607	false
39106120881861895373250221426499487833	false
88667085997870261555028213764919795261	false
4019377437085576916589918307351201728	partially false
213663378478078397649372727051684874910	false
305393917449670613290014804948637126631	false
263533182866344979117602978661770203262	false
108996118162193374038718852798678079977	false
55040709840250997866564761991249514333	other
71400545757689725802010833782607685182	false
176666464897941600954427508969298150442	other
226244930884631985995876415249597555084	false
19514709148479303115213756194075919726	false
139011556112495136783962559613412860010	false
80406865440730469847161744152101176842	false
19745860711264166021512760545411224161	partially false
308259805899332516854990787938342926955	false
116643162810229655922061083048785529570	false
77504265328895649474907913066461475011	partially false
249101940579685689469216260868318784200	true
230339058307216973237015043541956018446	false
255932515910421857181719124083898430578	false
335484670375203333188359767859405121916	false
275997496901029881310030818220906813047	true
334175726333860022870074245786978372303	true
208882851318609353173709682063810737445	false
260614987817271259571031820478490270894	partially false
30030604912545423504668025284122944353	false
160634401875289650448660475628038162645	false
291345822464655334998089303474796533069	false
247301232275876693230950696670990334535	partially false
235420035071306161404601501626432890070	true
8671557761239787379680354008528267693	partially false
221259818972382393634647575460743012130	false
220830243713221890525898695007490622131	partially false
295507023187701039593257328806286076353	false
240971124899459804518579313880629268174	false
282405337974876677464769830728336869131	false
56868637138695828552763117390136132496	false
335631107940928154472211384267652416325	false
34439060803461503922434213193927165609	false
118966440413651232614930589863369745605	true
157097769939535160654599033496443702347	false
227423180653248859963346639542057146489	true
190266698808837056341105961343096164581	partially false
301731704585442226557663538251743832238	true
192210449699629305613780270681879252602	false
9619656006172635308314045672837614149	other
115228223863045374588287055007716093683	false
246513939776384971754163492405413061845	true
334339644948061508977765977810377342348	false
135327194163684766924874530618504414383	partially false
282653432710320956674317119944863749707	true
234238207388651998855041040504900847655	false
260347911623646288391217320371762084901	false
318000696077487479732556308563509667510	false
95574851200607842368275056302644639108	false
149575510800294086609425173987191730307	false
90726958040952925095430431661688483329	false
319778627643547668680550956334611902850	false
136082153186859364115591788830694703984	false
100781982901178136051137322337153231071	false
333110915542597054197240084771947859031	partially false
70590723524651070670235632586416683351	false
123218824732398204595711765925404480224	partially false
7650225099441126635934440016068195207	false
97359303237105957560308833215238792359	false
44574625974722765373592732421442425679	partially false
4173967840965225845321663262400016179	true
136478855210142060091076930730236629842	false
167749553053243146077418865940507668760	partially false
264821099684121822141410276976673240595	true
29606437166888144893589407763120191399	true
126819608016654669109234141875901977150	false
243298439536681896289365458359494992607	true
124068498741401767410421104376310920668	false
259572964856776931824540770523167208644	false
316131518155431334239719374502705778598	false
187841988609368489044724719094314793152	false
201737793769773104597813834943149272748	partially false
284532740701971120825403243784902977912	false
179977692344801482519774663537126289875	false
148988772575101582741149744653055226500	false
137404263347679769087945918028469777331	false
8919045075774597673938897290124658083	partially false
52478362187180100708799063019893553957	partially false
209368264902866054450285728724577650894	other
261269891304140932832824695635011254459	false
79965923679363148642637828288629814035	false
79884563673934280624170297416352968434	false
178103979019456103030849138791745202184	false
79695018222180855896184601645368929003	false
20484117134364149507683287861764394692	false
304246453698846545174338710978771245712	true
113772518343518556675687512260706223062	true
339668729556843250131880142630094042218	false
31952410073298155247473796786483898836	partially false
9493262458136840527912800420108753926	false
113414514144141825641764200085115795976	partially false
76458993562437766559023015116026713918	false
211904240523226085359511205179314819882	false
330980762810984216749628157335912482088	false
114852060463100996520258332517565189756	false
54339369206194719855316274124247828152	false
322945938304248151905935899046638309725	other
138425851280944866832766185872851801963	false
2656665567798689004314557126367576192	false
79009501961903837378098439884309760563	false
208364660511504908776982604049672188858	false
227880574633676254841439580229771475345	false
272784207905363773933209666155424607158	true
286305228378185906562319873411447638697	true
323571978147007196993516292560028722407	false
191944478702643581495530626685013693149	false
79596477766433928581974293540654388700	true
185670370547063088516446408298990182898	false
145994575314822821859434209752215599079	false
66403800939915071433322818238902721458	false
306999901580244990504457460160078679868	false
167282085536448337750347824479812425669	false
49307563501457968065168374659105620807	false
54149306721268080802973717946511844542	false
191290927374619227571455602739066798377	false
108622131821641698558528146856836172226	partially false
332831524008895950828683110738622709912	partially false
97395276303627876900700198282929931623	partially false
332300089652973056012567868444215716337	true
326274499484269161773786562369644841981	false
318333706259221311162921684323967075866	partially false
128467522755089921836562458799503353496	false
73480077400101998967813191076214017114	partially false
69265032162056791871961857171690756147	true
283934322212747611479133779113324714220	false
61367189409919983531671132275778336063	true
289282608476687758209916660086447211688	false
32330038425551120851734849531937986917	false
277256814595362598523512172468027629698	partially false
63505962631182584358091220336540201057	false
77647418956655999189975304613861631462	true
67510347882294383442874931612569081940	true
176550020030230428928418829477929383830	true
12622885053446406882704220686755783968	false
238336661979468046364329053106935698880	false
327706438426689732202097663489372179235	false
327876469403675456766181858437681449917	false
304857255046586796552455763743556923966	true
326873302894953833810610540595304396062	true
79791714892165850978809045215613184235	false
147143349936335209908830440881149574519	false
44927619993358898730101153403089598706	true
304513801365704324720237043442006200758	partially false
150887256888766949712645956457014570708	true
154002618787656673593655278432603567566	other
327005088308278009441269495438616941784	true
201857915257373404722602952071914238049	other
74196701863672852657809587189825297016	other
164563688899284815320796784695935565001	false
136556580010771196819184345432738862781	false
10318630203941209514897116519383779820	partially false
17010085346126593680248832652727536699	true
210352873129635622257869353296697327056	false
31511179782632201114753858142344750303	false
228557011581159856952568446247235292991	true
50621025936399058259798597077135383844	true
65657082670588596675484212230438632171	true
201952750290065838076003749374762704770	false
276970279238279656860672937381939945042	false
86048280071810011424422549813757639580	other
137381434735742541472408508747264904397	true
194904246124277900995820800669671898420	partially false
50349716920203274651751544018287207177	false
140016520662773082747471021998672992727	false
278280879418111019681986365585177021170	other
33060453102317061603615626975681351045	false
73372453630732915668694224798535731802	true
118516216570047639403334528843306829534	false
78213163843030492352447346928551901953	true
69907058859159676123157789266613055516	other
111902016875750209844219193480093222821	false
138132316616121640067961687659298488891	other
119202250528641672021939259170799773622	other
20926199388685046447747967692154338829	other
63685471673681425398065215780504831514	false
47902547059239877296230110548877901487	false
42043607293828855075259237791371431504	partially false
338466749686600224607187503052597523891	false
219085854580376397647452133207535090568	false
195065071177667924904796801684687532881	false
233310639689434668242442746256889327316	partially false
226553107081951434337044595594801199005	true
92697497003754728521333010892007397044	false
166336468230521864561950285069928830943	false
266621774078405350709031279744595556697	true
162287679136831256218037267072469953993	false
27823223638711548131011648486841096279	false
121544325885564782899645760766595032220	false
89307705182181740950095799937183275113	false
95381764631689083390905923935314726380	false
175884176398370964156153163156433134096	other
221795737879136934627616124918261734263	true
163447226407322354123462532191281292419	false
124755384998368563321496384050756367557	false
318999037897268770613925998015531514066	false
100802836611052604438955303577511944263	false
81594452139420208401654630957145286705	partially false
131744594868832446766835414464614669372	false
124749656674360324151956768784443715647	false
67494041662090138589803045288403038658	true
111360276988073289031702541759601433892	partially false
21414260925270076900401803525772237467	false
247035079020476422299088911905947250923	partially false
223590186788557996363287140969973088410	false
221262266832189866803459565982358593548	true
243592825920946149546492724489000609155	false
270213088549524604322377550211185029456	false
288860781610524801263233091723666396690	false
82939823664999340441899552833830328786	false
216720937531744983129934687433277431853	false
256564748267170286021974287378165939766	true
256763587454373193076808555061045597030	false
107276820985647400658082510723886844905	false
232636957426257509201652877670566792186	true
38792581372555105146634517538788990295	partially false
103570822247291479431519316096196838247	false
334370402293789707053409447081883400118	other
188748679041594931119392947700725193085	false
62882469826873251172621999701892462374	true
314784253627981381980990308666319933069	true
284743388698740847483120926772820822451	partially false
38830075593750949634657123272961777747	partially false
85741663122292569184069038231462810926	false
71697917741556488984709948988502234173	false
172134950067036724833882159724265810505	false
282873392487253386943551129231145673190	false
206188668119290092049714658675184400750	false
75805642422548331360412732101030255433	true
65884735366503278650342589704483243143	false
32464656996378472512471284824365108913	true
189840892320734220842970268513911569509	partially false
98528522884157349312651869664279204927	partially false
278272500429609814331568829535705512130	false
270338605493220359831391400410880445727	true
77120007385865540099229091769492431166	false
40503540851545846926499460501397944101	false
224789742755561959403322404238506538347	false
203901570720286757483243106355488225333	true
303083714647861725714958022836405175317	partially false
96980993560552758571792105134921792496	partially false
249627785282369746393707828760533592088	partially false
37412761348219323146657183186120808032	true
284384479236411058249638645754141586096	other
155036403979688391572119142158117847406	false
161504580930703382944092468595798850392	true
275622894518810597207410893124585145742	false
141264829767929747970723973877770274587	false
236851232099574393516261116865007753621	partially false
317199072692433266274043130695543736286	false
216769383310013843580808503806503745815	false
43636567949402139777462528283081135310	false
303997769573774920641387674024807143613	false
101675973816565563802288476069014463895	false
332609831137820299923086840015322999103	false
207167565804416930196924544789270136272	false
101069606418971548722504651944476378126	false
121715304551769848093831335602117545080	false
74951464880141592574548419878366326157	false
322524863833598989510193347594007653017	partially false
339482222595235607842402189616964885118	false
92618457480093491672236628183781023412	true
112503443679782171241688473185493323454	false
328775726526911427687779660809655728519	partially false
48424877713673992905622238356017983170	partially false
176728860704686498953294616795854214530	true
320227342262529616952884339532282558971	partially false
279847905824435145079825236514180575239	false
84291692985110290995994597877469981632	false
95316846365873718619541507617870977671	false
107384520814459866451073135075674679168	partially false
94605540231290841418761757383632782824	partially false
151235517719943708338095707056841180578	true
308642618161122208942242567444464671864	false
307003009202498225644456522978586924449	partially false
266822403805451043488893885803961998896	other
278398116158740971971244460627619336681	false
185281674738144598596298090208850798124	false
308800068692554534082926804810033930902	false
72258450286933654180792148340895402698	false
246643435180664787649198911555193479976	true
301876070780392554541494933673895263896	false
17129962078970903138914503151214024050	partially false
189119593161311812547531464391175670373	partially false
307126416032342699905213669399909402929	false
171577661992921641128271239335855889405	false
69875809396104412931200521727046375227	partially false
19520275009900785074882481709276307220	false
164068000523455369685162824149341674831	partially false
221985319780200899443770642813979484876	false
311176927888845156180613245271998337929	false
101038545627783878655398437780852889124	false
315136305539880296250038399765928823843	partially false
84092921322497816063247327817255310030	true
281653250450593538807692184454760302112	false
70695086814824864567480272120843057107	false
45299992124229281025323635201931252916	false
3376897613567121397121916304182986152	false
191309114460879111905471061360850569196	false
202509452830390987699823578532526566051	true
304855198719572873597069721445287208450	false
25906755212016679731739264917394437589	partially false
167402281303340327669848432708012342214	false
90641326402594795408201546439309558085	true
154654350609872805652850839678632695640	false
120090663727935380678692057870755810422	partially false
25936797702443609366561376702265656910	false
336507873974402492967242782634215657639	false
219806331421657261836364876455418092807	other
308349412001575685001841492930186628752	false
324985714598557559803782365436990402755	false
10931476940595755169572061708256525486	partially false
296127691646308167351717364388164415151	false
59221300342420615580310503544036234403	true
2322739073451312152172391012378502523	false
139107621028846010114710421360425022738	false
188058254356295115900022155873801004658	partially false
102333793933482370397677650730730127032	false
146653710075354975353556713025604206326	false
329493658908183145359729572423234953225	false
204756945685730165210321162498913509477	false
84951258551195227499559278519172409836	false
184433014863240928849288295789748176303	false
217626422119473985811056664791648823805	false
11381335011186261798042527989136085945	false
70119708071710862714430954151807292946	partially false
1752928964175089799019521973005406748	false
113752103236792506712915839241641163966	false
255229623011201884726158434248437482459	true
339576687827125921812443107614897662291	false
112001545809871227158928578682363396320	partially false
105055992140199501048186311052752171925	false
294259149815210912259132983329926353958	partially false
148252533635437217127644083560136708705	false
256098638233338644028079063392859023611	partially false
326285611581902354254258679056814507734	false
93670472098519073649207760259892861249	false
294336673711620950444345343105802233100	other
288316091849770675615114392320921283724	false
247684174396917619243109762133889970501	true
324130628594343898003686598426429989978	false
22256617562091427390096699594894169294	false
200736001996411275402900871422866026309	false
136369409028502737664510465925752093650	false
209820471478920193000721073971874834072	false
184891198196606581488224093601986705243	false
269042565750314417006724994268870597976	false
183143241321333092250760321311512770881	partially false
317945569839376997138807997346501536589	false
276721347110608705576121227795636005539	false
220187395303077503686372115299822896503	partially false
199067225089422903853200979230532856635	false
313592654718415804018400597255557550755	false
278213768421740275136428663002057951037	false
291735111846264709026338652870391303436	false
190891472794801237030943646498658752173	other
293393758913143422490374051388184173879	false
266571869106202713106301836312284041602	partially false
295701357012213516151437190305386876031	false
336781178098780169879253941840794093330	false
312842023058016252502064531777177271950	true
161422501044908610905835906661049020090	false
286676703240649818679310799360525053515	true
82280289486583169539691041913112794421	false
195535287321158632814426911990345788997	false
298077584444229113688921317881199993280	false
175745743362763914804426756283349724854	false
258697574128938063835434434040173576357	partially false
290758915403421665987122671632764976094	false
317103797432468207854002945183273301702	false
147723552658912050870078854076751077304	true
61242747985192589388921648587885385967	false
111901313813377645662189943477314317478	false
184161081886595433999070772421553562729	false
19713387063398964012431048737911457707	false
307491072967881889640614387802735591849	false
253330380540742867844998983907651742930	true
121944475064018587359948675089576942916	false
327255364223020493921843620073781339617	partially false
70603463012302361264310398160676090491	partially false
18754657341761315226526442995376411187	false
29166440120729530791612302761042948963	false
202696081984150410143218768037254598707	false
174597984349213405562408991764670527838	false
4367712195809834306125276755241764858	true
18114469777630024371200853881868645235	true
178301309339810465494595437744221967165	false
301011728535815148854929273964958279339	false
183021453523394935672917147693499249397	false
318672471727186211865279121197746513772	false
28685057533513157426140887105743879085	false
284188481729879059954223478012957968357	false
64639158026842180997979401962396570675	partially false
299530498537725221706836358239764905468	false
195258225964350942149019527969158326415	false
95482326541726196361840410921803079521	true
151357136987262429229596926764693273905	false
159188179722125566074869447568466411204	false
30664742769780790819990660987326956504	false
182273731835402162487597148942032721322	partially false
254330616784483329737609639711693461583	false
297022223902770556936110259170258604005	false
21704830136353458753845901136253407552	false
295886096857152977780216409429615913743	false
268692052629035914511226220053497900564	false
117659664274931335873587847308910891181	partially false
255869555425257425313170706239916581504	false
245478989910889740492092877781142076531	false
324897458105085510604238205575479586305	false
193294913230837215246278105153166053815	false
87313129015698849186828388921000230930	false
91093048851101808740026170328978717634	true
217989126340721423965678746447369144248	partially false
288405081716837083785338733824294978486	false
174732714501502668207708407228295212723	false
185652064940596735957010127213202812303	true
257256808194624510356600220479640303541	partially false
328577001586999371487386615235150502846	partially false
129762407902770168372226485690638096220	false
97005982897317109183631625054142491493	false
281599215389703969481055230423430584071	other
228236747982774362479089329484157186442	true
223766056958121094944484266474226003408	false
324893032218345136696344562402535044999	true
287344805687611606133540011105875622543	false
103869658830217476534286956576539525551	false
67236320197821210205573294506628090259	false
276461002935324715044027186822644600681	false
128629765047003383308857564071389051100	false
283040872435811922263156876507574590783	false
164629679663476562587268347463158499574	true
32597630588117429029488958031688730212	false
188234524231609293203677159962810945360	other
140832042790899324343698023091746462814	partially false
284048749492174379501658403730956361668	partially false
246214090745984584080248731264151720550	partially false
243715023460135400564769838541222162005	false
242261354568468859699274568533798924208	partially false
